Store,Day,Month,Year,Weekly_Sales,Holiday_Flag,Temperature_(C),Fuel_Price,CPI,Unemployment
20,17,9,2010,"$1,948,359.78 ",0,18.49,$2.71 ,204.75,7.53
20,24,9,2010,"$1,789,687.65 ",0,20.76,$2.71 ,204.82,7.53
20,1,10,2010,"$1,933,719.21 ",0,16.16,$2.71 ,204.89,7.48
20,8,10,2010,"$2,060,389.27 ",0,10.83,$2.76 ,204.95,7.48
20,15,10,2010,"$1,950,676.39 ",0,15.09,$2.87 ,205.01,7.48
20,22,10,2010,"$1,893,955.27 ",0,10.29,$2.92 ,205.06,7.48
20,29,10,2010,"$1,891,816.00 ",0,14.2,$2.92 ,205.11,7.48
20,5,11,2010,"$2,184,316.64 ",0,5.99,$2.92 ,205.16,7.48
20,12,11,2010,"$2,187,765.28 ",0,5.77,$2.93 ,205.21,7.48
20,19,11,2010,"$2,105,058.91 ",0,7.71,$3.00 ,205.1,7.48
20,3,12,2010,"$2,416,051.17 ",0,1.93,$3.05 ,204.82,7.48
20,31,12,2010,"$1,799,737.79 ",1,-1.75,$3.18 ,204.64,7.48
20,7,1,2011,"$1,843,030.95 ",0,-0.32,$3.19 ,204.65,7.34
20,14,1,2011,"$1,884,345.01 ",0,-6.45,$3.21 ,204.7,7.34
20,21,1,2011,"$1,781,805.66 ",0,-2.54,$3.23 ,205.05,7.34
20,28,1,2011,"$1,761,506.68 ",0,-4.88,$3.24 ,205.39,7.34
20,4,2,2011,"$2,351,143.07 ",0,-1.9,$3.23 ,205.73,7.34
20,11,2,2011,"$2,211,388.14 ",1,-3.68,$3.24 ,206.08,7.34
20,18,2,2011,"$2,258,616.24 ",0,6.08,$3.25 ,206.37,7.34
20,25,2,2011,"$1,938,608.52 ",0,0.67,$3.27 ,206.64,7.34
20,4,3,2011,"$2,143,424.61 ",0,2.96,$3.43 ,206.92,7.34
20,11,3,2011,"$1,990,932.77 ",0,4.18,$3.58 ,207.19,7.34
20,18,3,2011,"$1,931,668.64 ",0,7.11,$3.63 ,207.43,7.34
20,25,3,2011,"$1,824,711.21 ",0,7.13,$3.63 ,207.66,7.34
20,1,4,2011,"$1,927,993.09 ",0,0.24,$3.64 ,207.88,7.29
20,8,4,2011,"$2,027,056.39 ",0,8.38,$3.72 ,208.11,7.29
20,15,4,2011,"$2,057,406.33 ",0,12.78,$3.82 ,208.32,7.29
20,22,4,2011,"$2,313,861.81 ",0,11.42,$3.89 ,208.48,7.29
20,29,4,2011,"$1,881,788.19 ",0,17.21,$3.96 ,208.64,7.29
20,6,5,2011,"$2,090,838.44 ",0,11.89,$4.05 ,208.8,7.29
20,13,5,2011,"$2,036,748.53 ",0,16.81,$4.07 ,208.96,7.29
20,20,5,2011,"$1,953,416.06 ",0,15.01,$4.06 ,208.76,7.29
20,27,5,2011,"$1,944,433.17 ",0,20.62,$3.99 ,208.56,7.29
20,3,6,2011,"$2,182,246.69 ",0,23.06,$3.92 ,208.36,7.29
20,10,6,2011,"$2,135,062.04 ",0,23.13,$3.88 ,208.15,7.29
20,17,6,2011,"$2,065,191.27 ",0,19.12,$3.84 ,208.13,7.29
20,24,6,2011,"$1,950,826.32 ",0,22.44,$3.80 ,208.23,7.29
20,1,7,2011,"$2,053,165.41 ",0,20.92,$3.75 ,208.33,7.27
20,8,7,2011,"$2,123,787.79 ",0,23.72,$3.71 ,208.44,7.27
20,15,7,2011,"$2,039,875.75 ",0,23.82,$3.76 ,208.53,7.27
20,22,7,2011,"$1,950,904.84 ",0,26.05,$3.81 ,208.59,7.27
20,29,7,2011,"$1,858,440.92 ",0,25.26,$3.83 ,208.66,7.27
20,5,8,2011,"$2,189,353.63 ",0,25.44,$3.84 ,208.72,7.27
20,12,8,2011,"$2,052,246.40 ",0,23.07,$3.81 ,208.78,7.27
20,19,8,2011,"$1,990,017.93 ",0,21.81,$3.75 ,208.84,7.27
20,26,8,2011,"$1,933,577.20 ",0,21.19,$3.70 ,208.9,7.27
20,2,9,2011,"$2,141,765.98 ",0,21.57,$3.70 ,208.96,7.27
20,9,9,2011,"$2,050,542.56 ",1,20.41,$3.74 ,209.02,7.27
20,16,9,2011,"$1,979,009.46 ",0,17.79,$3.74 ,209.19,7.27
20,23,9,2011,"$1,888,119.70 ",0,16.75,$3.71 ,209.5,7.27
20,30,9,2011,"$1,945,808.26 ",0,17.47,$3.65 ,209.81,7.27
20,7,10,2011,"$2,135,982.79 ",0,11.34,$3.58 ,210.12,7.08
20,14,10,2011,"$2,010,107.68 ",0,16.97,$3.54 ,210.4,7.08
20,21,10,2011,"$2,104,241.90 ",0,12.05,$3.57 ,210.55,7.08
20,28,10,2011,"$2,065,421.52 ",0,9.64,$3.57 ,210.69,7.08
20,4,11,2011,"$2,284,106.60 ",0,6.6,$3.55 ,210.84,7.08
20,11,11,2011,"$2,269,975.85 ",0,8.48,$3.53 ,210.98,7.08
20,18,11,2011,"$2,169,933.82 ",0,9.61,$3.53 ,211.18,7.08
20,2,12,2011,"$2,298,776.83 ",0,7.96,$3.45 ,211.64,7.08
20,9,12,2011,"$2,546,123.78 ",0,5.36,$3.42 ,211.87,7.08
20,30,12,2011,"$2,043,245.00 ",1,2.42,$3.39 ,212.4,7.08
20,6,1,2012,"$1,964,701.94 ",0,0.79,$3.42 ,212.57,6.96
20,13,1,2012,"$1,911,510.64 ",0,3.22,$3.51 ,212.74,6.96
20,20,1,2012,"$1,892,775.94 ",0,-2.42,$3.53 ,212.83,6.96
20,27,1,2012,"$1,761,016.51 ",0,2.88,$3.57 ,212.93,6.96
20,3,2,2012,"$2,203,523.20 ",0,4.41,$3.62 ,213.02,6.96
20,10,2,2012,"$2,462,978.28 ",1,0.82,$3.64 ,213.12,6.96
20,17,2,2012,"$2,309,025.16 ",0,-0.49,$3.70 ,213.27,6.96
20,24,2,2012,"$2,045,837.55 ",0,4.33,$3.74 ,213.47,6.96
20,2,3,2012,"$2,148,822.76 ",0,4.43,$3.82 ,213.67,6.96
20,9,3,2012,"$2,139,265.40 ",0,5.08,$3.85 ,213.87,6.96
20,16,3,2012,"$2,064,991.71 ",0,12.07,$3.86 ,214.02,6.96
20,23,3,2012,"$1,992,436.96 ",0,18.95,$3.90 ,214.09,6.96
20,30,3,2012,"$2,074,721.74 ",0,10.84,$3.95 ,214.16,6.96
20,6,4,2012,"$2,565,259.92 ",0,10.03,$4.00 ,214.24,7.14
20,13,4,2012,"$2,045,396.06 ",0,7.6,$4.04 ,214.31,7.14
20,20,4,2012,"$1,884,427.84 ",0,15.62,$4.03 ,214.37,7.14
20,27,4,2012,"$1,886,503.93 ",0,8.69,$4.00 ,214.42,7.14
20,4,5,2012,"$2,163,510.89 ",0,17.08,$3.95 ,214.48,7.14
20,11,5,2012,"$2,168,097.11 ",0,17.33,$3.89 ,214.53,7.14
20,18,5,2012,"$2,039,222.26 ",0,16.11,$3.85 ,214.55,7.14
20,25,5,2012,"$2,114,989.00 ",0,21.13,$3.80 ,214.55,7.14
20,1,6,2012,"$2,143,126.59 ",0,23.15,$3.74 ,214.55,7.14
20,8,6,2012,"$2,231,962.13 ",0,16.67,$3.69 ,214.55,7.14
20,15,6,2012,"$2,165,160.29 ",0,21.95,$3.62 ,214.57,7.14
20,22,6,2012,"$2,060,588.69 ",0,24.73,$3.56 ,214.61,7.14
20,29,6,2012,"$2,055,952.61 ",0,23.42,$3.51 ,214.65,7.14
20,6,7,2012,"$2,358,055.30 ",0,26.22,$3.48 ,214.69,7.28
20,13,7,2012,"$2,134,680.12 ",0,25.71,$3.52 ,214.73,7.28
20,20,7,2012,"$1,970,170.29 ",0,24.47,$3.57 ,214.73,7.28
20,27,7,2012,"$1,911,559.10 ",0,23.67,$3.65 ,214.74,7.28
20,3,8,2012,"$2,094,515.71 ",0,23.74,$3.65 ,214.74,7.28
20,10,8,2012,"$2,144,245.39 ",0,24.11,$3.72 ,214.75,7.28
20,17,8,2012,"$2,045,061.22 ",0,20.87,$3.81 ,214.83,7.28
20,24,8,2012,"$2,005,341.43 ",0,20.15,$3.83 ,214.96,7.28
20,31,8,2012,"$2,062,481.56 ",0,22.59,$3.87 ,215.09,7.28
20,7,9,2012,"$2,080,529.06 ",1,24.64,$3.91 ,215.22,7.28
20,14,9,2012,"$2,047,949.98 ",0,18.24,$3.95 ,215.36,7.28
20,21,9,2012,"$2,028,587.24 ",0,16.08,$4.04 ,215.55,7.28
20,28,9,2012,"$2,008,350.58 ",0,14.81,$4.00 ,215.74,7.28
20,5,10,2012,"$2,246,411.89 ",0,15.98,$3.99 ,215.93,7.29
20,12,10,2012,"$2,162,951.36 ",0,8.44,$4.00 ,216.12,7.29
20,19,10,2012,"$1,999,363.49 ",0,13.48,$3.97 ,216.15,7.29
20,26,10,2012,"$2,031,650.55 ",0,15.58,$3.88 ,216.15,7.29
21,5,2,2010,"$798,593.88 ",0,3.92,$2.57 ,210.75,8.32
21,12,2,2010,"$809,321.44 ",1,3.21,$2.55 ,210.9,8.32
21,19,2,2010,"$867,283.25 ",0,4.31,$2.51 ,210.95,8.32
21,26,2,2010,"$749,597.24 ",0,7.39,$2.56 ,210.98,8.32
21,5,3,2010,"$747,444.32 ",0,9.23,$2.63 ,211.01,8.32
21,12,3,2010,"$712,312.89 ",0,13.94,$2.67 ,211.04,8.32
21,19,3,2010,"$727,070.00 ",0,12.6,$2.72 ,210.87,8.32
21,26,3,2010,"$686,497.53 ",0,10.92,$2.73 ,210.68,8.32
21,2,4,2010,"$753,664.12 ",0,17.84,$2.72 ,210.48,8.2
21,9,4,2010,"$751,181.40 ",0,18.74,$2.77 ,210.28,8.2
21,16,4,2010,"$716,026.51 ",0,19.93,$2.81 ,210.15,8.2
21,23,4,2010,"$718,780.59 ",0,17.89,$2.80 ,210.1,8.2
21,30,4,2010,"$680,532.69 ",0,19.41,$2.78 ,210.05,8.2
21,7,5,2010,"$744,969.42 ",0,21.59,$2.84 ,210,8.2
21,14,5,2010,"$723,559.88 ",0,22.82,$2.85 ,210,8.2
21,21,5,2010,"$753,361.72 ",0,23.47,$2.83 ,210.28,8.2
21,28,5,2010,"$755,214.26 ",0,27.19,$2.76 ,210.56,8.2
21,4,6,2010,"$806,012.48 ",0,28.16,$2.71 ,210.83,8.2
21,11,6,2010,"$784,305.55 ",0,28.62,$2.67 ,211.11,8.2
21,18,6,2010,"$785,104.29 ",0,30.1,$2.64 ,211.11,8.2
21,25,6,2010,"$769,848.75 ",0,30.56,$2.65 ,211,8.2
21,2,7,2010,"$711,470.80 ",0,27.94,$2.67 ,210.88,8.1
21,9,7,2010,"$714,677.47 ",0,27.59,$2.64 ,210.77,8.1
21,16,7,2010,"$755,098.41 ",0,29.78,$2.62 ,210.76,8.1
21,23,7,2010,"$765,823.48 ",0,30.65,$2.61 ,210.89,8.1
21,30,7,2010,"$715,876.27 ",0,28.66,$2.64 ,211.03,8.1
21,6,8,2010,"$739,279.19 ",0,32.39,$2.63 ,211.16,8.1
21,13,8,2010,"$793,589.18 ",0,32.03,$2.69 ,211.3,8.1
21,20,8,2010,"$848,873.28 ",0,31.99,$2.66 ,211.26,8.1
21,27,8,2010,"$855,882.57 ",0,30.11,$2.62 ,211.22,8.1
21,3,9,2010,"$727,772.80 ",0,28.09,$2.58 ,211.19,8.1
21,10,9,2010,"$674,055.81 ",1,26.28,$2.57 ,211.15,8.1
21,17,9,2010,"$684,340.86 ",0,28.35,$2.58 ,211.18,8.1
21,24,9,2010,"$671,688.06 ",0,27.11,$2.62 ,211.26,8.1
21,1,10,2010,"$677,158.39 ",0,21.27,$2.60 ,211.33,8.16
21,8,10,2010,"$680,579.49 ",0,18.76,$2.63 ,211.4,8.16
21,15,10,2010,"$693,412.05 ",0,20.34,$2.72 ,211.47,8.16
21,22,10,2010,"$710,668.45 ",0,21.51,$2.73 ,211.52,8.16
21,29,10,2010,"$731,756.65 ",0,19.73,$2.72 ,211.57,8.16
21,5,11,2010,"$719,888.76 ",0,14.84,$2.69 ,211.61,8.16
21,12,11,2010,"$735,796.38 ",0,16.08,$2.73 ,211.66,8.16
21,19,11,2010,"$756,288.89 ",0,10.95,$2.77 ,211.55,8.16
21,26,11,2010,"$1,245,628.61 ",1,17.2,$2.74 ,211.41,8.16
21,3,12,2010,"$829,210.73 ",0,10.24,$2.71 ,211.27,8.16
21,10,12,2010,"$943,891.64 ",0,7.97,$2.84 ,211.12,8.16
21,17,12,2010,"$1,147,556.83 ",0,9.24,$2.87 ,211.06,8.16
21,24,12,2010,"$1,587,257.78 ",0,10.72,$2.89 ,211.06,8.16
21,31,12,2010,"$672,903.23 ",1,8.44,$2.94 ,211.06,8.16
21,7,1,2011,"$629,152.06 ",0,6.8,$2.98 ,211.06,8.03
21,14,1,2011,"$650,789.13 ",0,1.19,$2.98 ,211.12,8.03
21,21,1,2011,"$663,941.73 ",0,5.96,$3.02 ,211.49,8.03
21,28,1,2011,"$649,878.29 ",0,6.69,$3.01 ,211.86,8.03
21,4,2,2011,"$596,218.24 ",0,2.41,$2.99 ,212.22,8.03
21,11,2,2011,"$771,908.51 ",1,1.45,$3.02 ,212.59,8.03
21,18,2,2011,"$884,701.92 ",0,15.48,$3.05 ,212.9,8.03
21,25,2,2011,"$768,313.85 ",0,16.26,$3.07 ,213.19,8.03
21,4,3,2011,"$796,277.72 ",0,15.29,$3.29 ,213.48,8.03
21,11,3,2011,"$763,479.90 ",0,12.61,$3.46 ,213.76,8.03
21,18,3,2011,"$793,569.00 ",0,17.37,$3.49 ,214.02,8.03
21,25,3,2011,"$753,711.32 ",0,21.29,$3.47 ,214.25,8.03
21,1,4,2011,"$732,056.37 ",0,13.53,$3.52 ,214.49,7.93
21,8,4,2011,"$744,782.89 ",0,20.34,$3.62 ,214.73,7.93
21,15,4,2011,"$768,390.05 ",0,21.67,$3.74 ,214.94,7.93
21,22,4,2011,"$801,302.01 ",0,21.55,$3.81 ,215.11,7.93
21,29,4,2011,"$783,250.75 ",0,21.22,$3.81 ,215.28,7.93
21,6,5,2011,"$718,898.33 ",0,16.59,$3.91 ,215.44,7.93
21,13,5,2011,"$754,236.70 ",0,23.91,$3.90 ,215.61,7.93
21,20,5,2011,"$744,836.56 ",0,20.2,$3.91 ,215.38,7.93
21,27,5,2011,"$744,389.81 ",0,24.92,$3.79 ,215.15,7.93
21,3,6,2011,"$773,878.58 ",0,28.79,$3.70 ,214.93,7.93
21,10,6,2011,"$794,397.89 ",0,29.28,$3.65 ,214.7,7.93
21,17,6,2011,"$823,220.43 ",0,30.86,$3.64 ,214.65,7.93
21,24,6,2011,"$771,298.98 ",0,29.84,$3.59 ,214.74,7.93
21,1,7,2011,"$784,639.12 ",0,30.87,$3.52 ,214.84,7.85
21,8,7,2011,"$734,099.40 ",0,31.76,$3.48 ,214.93,7.85
21,15,7,2011,"$728,311.15 ",0,32.81,$3.58 ,215.01,7.85
21,22,7,2011,"$784,490.67 ",0,32.37,$3.65 ,215.07,7.85
21,29,7,2011,"$751,167.12 ",0,33.09,$3.68 ,215.14,7.85
21,5,8,2011,"$783,614.89 ",0,34.57,$3.68 ,215.2,7.85
21,12,8,2011,"$776,933.37 ",0,33.51,$3.64 ,215.26,7.85
21,19,8,2011,"$855,546.50 ",0,32.28,$3.55 ,215.32,7.85
21,26,8,2011,"$821,127.53 ",0,33.37,$3.52 ,215.39,7.85
21,2,9,2011,"$705,557.80 ",0,33.3,$3.53 ,215.45,7.85
21,9,9,2011,"$653,989.65 ",1,26.04,$3.55 ,215.51,7.85
21,16,9,2011,"$653,525.84 ",0,27.01,$3.53 ,215.69,7.85
21,23,9,2011,"$681,913.29 ",0,24.27,$3.47 ,216.03,7.85
21,30,9,2011,"$651,970.48 ",0,26.06,$3.36 ,216.36,7.85
21,7,10,2011,"$663,452.46 ",0,22.02,$3.29 ,216.7,7.44
21,14,10,2011,"$671,379.44 ",0,20.99,$3.27 ,217,7.44
21,21,10,2011,"$729,036.06 ",0,18.42,$3.35 ,217.17,7.44
21,28,10,2011,"$738,812.00 ",0,18.59,$3.37 ,217.33,7.44
21,4,11,2011,"$767,358.37 ",0,13.34,$3.33 ,217.49,7.44
21,11,11,2011,"$757,369.87 ",0,15.44,$3.30 ,217.65,7.44
21,18,11,2011,"$737,014.09 ",0,16.61,$3.31 ,217.87,7.44
21,25,11,2011,"$1,219,263.40 ",1,13.57,$3.24 ,218.11,7.44
21,2,12,2011,"$793,184.25 ",0,9.29,$3.17 ,218.36,7.44
21,9,12,2011,"$897,747.13 ",0,5.24,$3.16 ,218.61,7.44
21,16,12,2011,"$1,027,584.51 ",0,10.31,$3.16 ,218.82,7.44
21,23,12,2011,"$1,384,552.17 ",0,8.08,$3.11 ,219,7.44
21,30,12,2011,"$804,362.36 ",1,7.31,$3.13 ,219.18,7.44
21,6,1,2012,"$640,181.86 ",0,8.94,$3.16 ,219.36,7.06
21,13,1,2012,"$631,181.25 ",0,7.22,$3.26 ,219.53,7.06
21,20,1,2012,"$651,178.20 ",0,11.23,$3.27 ,219.63,7.06
21,27,1,2012,"$611,258.71 ",0,10.44,$3.29 ,219.72,7.06
21,3,2,2012,"$680,725.43 ",0,13.24,$3.36 ,219.81,7.06
21,10,2,2012,"$770,652.79 ",1,8.07,$3.41 ,219.9,7.06
21,17,2,2012,"$834,663.52 ",0,7.24,$3.51 ,220.07,7.06
21,24,2,2012,"$747,099.07 ",0,12.67,$3.56 ,220.28,7.06
21,2,3,2012,"$764,385.40 ",0,15.17,$3.63 ,220.49,7.06
21,9,3,2012,"$755,084.40 ",0,13.98,$3.67 ,220.7,7.06
21,16,3,2012,"$767,338.32 ",0,17.44,$3.73 ,220.85,7.06
21,23,3,2012,"$729,759.97 ",0,17.2,$3.79 ,220.92,7.06
21,30,3,2012,"$724,798.76 ",0,19.93,$3.85 ,221,7.06
21,6,4,2012,"$761,956.58 ",0,20.57,$3.89 ,221.07,6.89
21,13,4,2012,"$769,319.04 ",0,20.57,$3.89 ,221.15,6.89
21,20,4,2012,"$734,858.91 ",0,19.43,$3.88 ,221.2,6.89
21,27,4,2012,"$674,829.58 ",0,20.67,$3.81 ,221.26,6.89
21,4,5,2012,"$697,645.32 ",0,25.29,$3.75 ,221.31,6.89
21,11,5,2012,"$649,945.54 ",0,23.41,$3.69 ,221.36,6.89
21,18,5,2012,"$700,554.16 ",0,22.46,$3.63 ,221.38,6.89
21,25,5,2012,"$722,891.24 ",0,26.38,$3.56 ,221.38,6.89
21,1,6,2012,"$695,439.83 ",0,26.24,$3.50 ,221.39,6.89
21,8,6,2012,"$707,895.72 ",0,26.37,$3.45 ,221.39,6.89
21,15,6,2012,"$727,049.04 ",0,27.51,$3.39 ,221.4,6.89
21,22,6,2012,"$735,870.00 ",0,27.66,$3.35 ,221.44,6.89
21,29,6,2012,"$716,341.39 ",0,31.14,$3.29 ,221.48,6.89
21,6,7,2012,"$693,013.59 ",0,29.59,$3.23 ,221.52,6.57
21,13,7,2012,"$668,132.36 ",0,28.06,$3.26 ,221.56,6.57
21,20,7,2012,"$691,200.33 ",0,29.03,$3.31 ,221.57,6.57
21,27,7,2012,"$677,789.14 ",0,31.16,$3.41 ,221.58,6.57
21,3,8,2012,"$693,785.85 ",0,33.09,$3.42 ,221.59,6.57
21,10,8,2012,"$700,272.01 ",0,31.98,$3.49 ,221.6,6.57
21,17,8,2012,"$751,963.81 ",0,29.75,$3.57 ,221.68,6.57
21,24,8,2012,"$802,003.61 ",0,25.4,$3.62 ,221.81,6.57
21,31,8,2012,"$763,867.59 ",0,28.66,$3.64 ,221.94,6.57
21,7,9,2012,"$642,827.29 ",1,31.33,$3.73 ,222.07,6.57
21,14,9,2012,"$628,494.63 ",0,24.5,$3.72 ,222.22,6.57
21,21,9,2012,"$667,151.46 ",0,21.97,$3.72 ,222.42,6.57
21,28,9,2012,"$647,097.65 ",0,26.88,$3.67 ,222.62,6.57
21,5,10,2012,"$651,768.91 ",0,21.27,$3.62 ,222.82,6.17
21,12,10,2012,"$653,043.44 ",0,16.41,$3.60 ,223.02,6.17
21,19,10,2012,"$641,368.14 ",0,20.29,$3.59 ,223.06,6.17
21,26,10,2012,"$675,202.87 ",0,21.39,$3.51 ,223.08,6.17
22,5,2,2010,"$1,033,017.37 ",0,-4.24,$2.79 ,135.35,8.28
22,12,2,2010,"$1,022,571.25 ",1,-2.14,$2.77 ,135.41,8.28
22,19,2,2010,"$988,467.61 ",0,-0.02,$2.75 ,135.47,8.28
22,26,2,2010,"$899,761.48 ",0,2.21,$2.75 ,135.52,8.28
22,5,3,2010,"$1,009,201.24 ",0,2.68,$2.77 ,135.57,8.28
22,12,3,2010,"$967,187.37 ",0,6.35,$2.81 ,135.63,8.28
22,19,3,2010,"$966,145.09 ",0,7.79,$2.83 ,135.67,8.28
22,26,3,2010,"$1,012,075.12 ",0,9.2,$2.83 ,135.71,8.28
22,2,4,2010,"$1,177,340.99 ",0,7.2,$2.83 ,135.75,8.35
22,9,4,2010,"$1,033,171.07 ",0,13.92,$2.85 ,135.79,8.35
22,16,4,2010,"$1,000,968.67 ",0,10.63,$2.89 ,135.83,8.35
22,23,4,2010,"$969,594.47 ",0,10.58,$2.90 ,135.87,8.35
22,30,4,2010,"$977,683.06 ",0,10.53,$2.94 ,135.92,8.35
22,7,5,2010,"$1,052,973.28 ",0,17.67,$2.98 ,135.96,8.35
22,14,5,2010,"$973,585.33 ",0,10.55,$2.98 ,136.01,8.35
22,21,5,2010,"$979,977.89 ",0,15.55,$2.96 ,136.08,8.35
22,28,5,2010,"$1,103,740.40 ",0,18.69,$2.91 ,136.15,8.35
22,4,6,2010,"$1,095,539.13 ",0,20.83,$2.86 ,136.22,8.35
22,11,6,2010,"$1,061,196.47 ",0,18.34,$2.83 ,136.29,8.35
22,18,6,2010,"$1,052,895.25 ",0,19.52,$2.81 ,136.32,8.35
22,25,6,2010,"$1,095,020.33 ",0,23.54,$2.81 ,136.35,8.35
22,2,7,2010,"$1,120,259.71 ",0,22.71,$2.82 ,136.37,8.43
22,9,7,2010,"$1,092,654.26 ",0,26.23,$2.81 ,136.4,8.43
22,16,7,2010,"$988,392.99 ",0,24.61,$2.80 ,136.42,8.43
22,23,7,2010,"$974,123.20 ",0,24.95,$2.78 ,136.44,8.43
22,30,7,2010,"$970,773.64 ",0,24.64,$2.79 ,136.46,8.43
22,6,8,2010,"$1,010,326.14 ",0,23.54,$2.79 ,136.47,8.43
22,13,8,2010,"$993,097.43 ",0,23.75,$2.81 ,136.49,8.43
22,20,8,2010,"$1,017,045.44 ",0,22.89,$2.80 ,136.52,8.43
22,27,8,2010,"$1,081,420.96 ",0,20.55,$2.77 ,136.56,8.43
22,3,9,2010,"$1,074,535.88 ",0,24.36,$2.74 ,136.59,8.43
22,10,9,2010,"$924,174.40 ",1,20.33,$2.72 ,136.62,8.43
22,17,9,2010,"$918,285.97 ",0,16.94,$2.72 ,136.63,8.43
22,24,9,2010,"$902,779.25 ",0,18.41,$2.72 ,136.63,8.43
22,1,10,2010,"$905,987.17 ",0,20.73,$2.72 ,136.63,8.57
22,8,10,2010,"$1,015,051.62 ",0,13.51,$2.78 ,136.63,8.57
22,15,10,2010,"$954,401.46 ",0,12.91,$2.88 ,136.64,8.57
22,22,10,2010,"$960,998.52 ",0,10.13,$2.92 ,136.69,8.57
22,29,10,2010,"$1,025,766.27 ",0,14.29,$2.94 ,136.74,8.57
22,5,11,2010,"$1,006,888.16 ",0,6.86,$2.94 ,136.79,8.57
22,12,11,2010,"$1,043,698.64 ",0,6.9,$2.96 ,136.83,8.57
22,19,11,2010,"$985,896.44 ",0,9.23,$3.03 ,136.77,8.57
22,26,11,2010,"$1,564,502.26 ",1,7.01,$3.07 ,136.69,8.57
22,3,12,2010,"$1,230,514.58 ",0,4.12,$3.07 ,136.61,8.57
22,10,12,2010,"$1,367,202.84 ",0,-1.98,$3.13 ,136.53,8.57
22,17,12,2010,"$1,527,682.99 ",0,-0.86,$3.14 ,136.53,8.57
22,24,12,2010,"$1,962,445.04 ",0,-1.24,$3.15 ,136.6,8.57
22,31,12,2010,"$774,262.28 ",1,-1.95,$3.18 ,136.67,8.57
22,7,1,2011,"$873,954.70 ",0,0.31,$3.19 ,136.73,8.46
22,14,1,2011,"$807,535.52 ",0,-4.02,$3.22 ,136.8,8.46
22,21,1,2011,"$855,001.02 ",0,-2.89,$3.23 ,136.89,8.46
22,28,1,2011,"$799,369.15 ",0,-6.33,$3.24 ,136.97,8.46
22,4,2,2011,"$946,060.98 ",0,-3.12,$3.24 ,137.05,8.46
22,11,2,2011,"$1,009,206.33 ",1,-1.73,$3.26 ,137.14,8.46
22,18,2,2011,"$975,964.86 ",0,1.86,$3.26 ,137.25,8.46
22,25,2,2011,"$911,245.43 ",0,-0.98,$3.28 ,137.38,8.46
22,4,3,2011,"$997,353.15 ",0,0.84,$3.44 ,137.5,8.46
22,11,3,2011,"$944,587.23 ",0,5.23,$3.60 ,137.63,8.46
22,18,3,2011,"$926,427.12 ",0,6.32,$3.63 ,137.74,8.46
22,25,3,2011,"$933,528.39 ",0,3.76,$3.62 ,137.85,8.46
22,1,4,2011,"$951,588.37 ",0,2.24,$3.64 ,137.96,8.25
22,8,4,2011,"$969,046.69 ",0,6.9,$3.72 ,138.06,8.25
22,15,4,2011,"$1,008,557.04 ",0,9.38,$3.82 ,138.16,8.25
22,22,4,2011,"$1,152,781.90 ",0,8.76,$3.92 ,138.25,8.25
22,29,4,2011,"$926,133.80 ",0,14,$3.99 ,138.33,8.25
22,6,5,2011,"$1,032,076.06 ",0,12.02,$4.08 ,138.41,8.25
22,13,5,2011,"$1,001,558.74 ",0,14.28,$4.10 ,138.5,8.25
22,20,5,2011,"$970,307.83 ",0,14.76,$4.10 ,138.59,8.25
22,27,5,2011,"$1,021,568.34 ",0,16.99,$4.03 ,138.68,8.25
22,3,6,2011,"$1,125,169.92 ",0,21.16,$3.97 ,138.77,8.25
22,10,6,2011,"$1,060,868.49 ",0,20.85,$3.92 ,138.86,8.25
22,17,6,2011,"$1,042,454.61 ",0,17.76,$3.87 ,139,8.25
22,24,6,2011,"$1,012,584.20 ",0,20.29,$3.85 ,139.18,8.25
22,1,7,2011,"$1,077,491.68 ",0,21.56,$3.82 ,139.36,8.02
22,8,7,2011,"$1,017,050.65 ",0,23.46,$3.78 ,139.54,8.02
22,15,7,2011,"$961,953.57 ",0,24,$3.83 ,139.7,8.02
22,22,7,2011,"$964,683.80 ",0,25.44,$3.88 ,139.8,8.02
22,29,7,2011,"$944,958.69 ",0,24.07,$3.90 ,139.89,8.02
22,5,8,2011,"$983,232.96 ",0,24.07,$3.90 ,139.99,8.02
22,12,8,2011,"$991,779.20 ",0,23.72,$3.88 ,140.09,8.02
22,19,8,2011,"$973,004.91 ",0,21.83,$3.82 ,140.13,8.02
22,26,8,2011,"$1,181,815.31 ",0,22.34,$3.80 ,140.16,8.02
22,2,9,2011,"$912,762.76 ",0,20.64,$3.78 ,140.2,8.02
22,9,9,2011,"$1,004,434.54 ",1,20.63,$3.81 ,140.23,8.02
22,16,9,2011,"$937,420.65 ",0,20.04,$3.81 ,140.27,8.02
22,23,9,2011,"$899,834.75 ",0,16.87,$3.76 ,140.33,8.02
22,30,9,2011,"$953,314.16 ",0,20.99,$3.68 ,140.38,8.02
22,7,10,2011,"$993,436.67 ",0,13.58,$3.63 ,140.43,7.71
22,14,10,2011,"$944,337.32 ",0,17.02,$3.58 ,140.48,7.71
22,21,10,2011,"$981,567.22 ",0,15.17,$3.62 ,140.46,7.71
22,28,10,2011,"$1,099,351.68 ",0,9.62,$3.60 ,140.44,7.71
22,4,11,2011,"$1,106,575.59 ",0,6.01,$3.59 ,140.43,7.71
22,11,11,2011,"$1,051,740.29 ",0,8.78,$3.57 ,140.41,7.71
